Dates,2017,2018,2019,2020,2021,2022,2023,2024,2025
02/01/2018,2.7900,3.9600,4.2500,4.0000,4.0000,,,,
03/01/2018,2.7900,3.9500,4.2500,4.0000,4.0000,,,,
04/01/2018,2.7900,3.9500,4.2500,4.0000,4.0000,,,,
05/01/2018,2.7900,3.9500,4.2500,4.0000,4.0000,,,,
08/01/2018,2.7900,3.9500,4.2500,4.0000,4.0000,,,,
09/01/2018,2.7900,3.9500,4.2500,4.0000,4.0000,,,,
10/01/2018,,3.9400,4.2500,4.0000,4.0000,4.0000,,,
11/01/2018,,3.9400,4.2500,4.0000,4.0000,4.0500,,,
12/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
15/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
16/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
17/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
18/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
19/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
22/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
23/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
24/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
25/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
26/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
29/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
30/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
31/01/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
01/02/2018,,3.9500,4.2500,4.0000,4.0000,4.0000,,,
02/02/2018,,3.9400,4.2500,4.0000,4.0000,4.0000,,,
05/02/2018,,3.9400,4.2500,4.0000,4.0000,4.0000,,,
06/02/2018,,3.9400,4.2500,4.0000,4.0000,4.0000,,,
07/02/2018,,3.9400,4.2500,4.0000,4.0000,4.0000,,,
08/02/2018,,3.8400,4.2500,4.0000,4.0000,4.0000,,,
09/02/2018,,3.8400,4.2500,4.0000,4.0000,4.0000,,,
14/02/2018,,3.8400,4.2500,4.0000,4.0000,4.0000,,,
15/02/2018,,3.8400,4.2500,4.0000,4.0000,4.0000,,,
16/02/2018,,3.8100,4.2500,4.0000,4.0000,4.0000,,,
19/02/2018,,3.8000,4.2500,4.0000,4.0000,4.0000,,,
20/02/2018,,3.8000,4.2500,4.0000,4.0000,4.0000,,,
21/02/2018,,3.7900,4.2500,4.0000,4.0000,4.0000,,,
22/02/2018,,3.7300,4.2500,4.0000,4.0000,4.0000,,,
23/02/2018,,3.7300,4.2500,4.0000,4.0000,4.0000,,,
26/02/2018,,3.7300,4.2500,4.0000,4.0000,4.0000,,,
27/02/2018,,3.7300,4.2500,4.0000,4.0000,4.0000,,,
28/02/2018,,3.7300,4.2500,4.0000,4.0000,4.0000,,,
01/03/2018,,3.7200,4.2500,4.0000,4.0000,4.0000,,,
02/03/2018,,3.7000,4.2400,4.0000,4.0000,4.0000,,,
05/03/2018,,3.6800,4.2300,4.0000,4.0000,4.0000,,,
06/03/2018,,3.6800,4.2300,4.0000,4.0000,4.0000,,,
07/03/2018,,3.6800,4.2200,4.0000,4.0000,4.0000,,,
08/03/2018,,3.6700,4.2100,4.0000,4.0000,4.0000,,,
09/03/2018,,3.6700,4.2000,4.0000,4.0000,4.0000,,,
12/03/2018,,3.6700,4.2000,4.0000,4.0000,4.0000,,,
13/03/2018,,3.6700,4.2000,4.0000,4.0000,4.0000,,,
14/03/2018,,3.6600,4.2000,4.0000,4.0000,4.0000,,,
15/03/2018,,3.6500,4.2000,4.0000,4.0000,4.0000,,,
16/03/2018,,3.6300,4.2000,4.0000,4.0000,4.0000,,,
19/03/2018,,3.6200,4.2000,4.0000,4.0000,4.0000,,,
20/03/2018,,3.6200,4.2000,4.0000,4.0000,4.0000,,,
21/03/2018,,3.6200,4.2000,4.0000,4.0000,4.0000,,,
22/03/2018,,3.5900,4.1000,4.0000,4.0000,4.0000,,,
23/03/2018,,3.5700,4.1000,4.0000,4.0000,4.0000,,,
26/03/2018,,3.5500,4.1000,4.0000,4.0000,4.0000,,,
27/03/2018,,3.5600,4.1000,4.0000,4.0000,4.0000,,,
28/03/2018,,3.5600,4.1000,4.0000,4.0000,4.0000,,,
29/03/2018,,3.5400,4.0800,4.0000,4.0000,4.0000,,,
02/04/2018,,3.5300,4.0800,4.0000,4.0000,4.0000,,,
03/04/2018,,3.5300,4.0900,4.0000,4.0000,4.0000,,,
04/04/2018,,3.5300,4.0900,4.0000,4.0000,4.0000,,,
05/04/2018,,3.5300,4.0900,4.0000,4.0000,4.0000,,,
06/04/2018,,3.5300,4.0900,4.0000,4.0000,4.0000,,,
09/04/2018,,3.5200,4.0700,4.0000,4.0000,4.0000,,,
10/04/2018,,3.4700,4.0600,4.0000,4.0000,4.0000,,,
11/04/2018,,3.4700,4.0600,4.0000,4.0000,4.0000,,,
12/04/2018,,3.4700,4.0700,4.0000,4.0000,4.0000,,,
13/04/2018,,3.4800,4.0700,4.0000,4.0000,4.0000,,,
16/04/2018,,3.4800,4.0600,4.0000,4.0000,4.0000,,,
17/04/2018,,3.4800,4.0600,4.0000,4.0000,4.0000,,,
18/04/2018,,3.4800,4.0500,4.0000,4.0000,4.0000,,,
19/04/2018,,3.4900,4.0000,4.0000,4.0000,4.0000,,,
20/04/2018,,3.4900,4.0000,4.0000,4.0000,4.0000,,,
23/04/2018,,3.5000,4.0100,4.0000,4.0000,4.0000,,,
24/04/2018,,3.5000,4.0100,4.0000,4.0000,4.0000,,,
25/04/2018,,3.5000,4.0200,4.0000,4.0000,4.0000,,,
26/04/2018,,3.5000,4.0200,4.0000,4.0000,4.0000,,,
27/04/2018,,3.4900,4.0300,4.0000,4.0000,4.0000,,,
30/04/2018,,3.4900,4.0400,4.0000,4.0000,4.0000,,,
02/05/2018,,3.5000,4.0300,4.0000,4.0000,4.0000,,,
03/05/2018,,3.4900,4.0400,4.0000,4.0000,4.0000,,,
04/05/2018,,3.4900,4.0300,4.0000,4.0000,4.0000,,,
07/05/2018,,3.5000,4.0300,4.0000,4.0000,4.0000,,,
08/05/2018,,3.5000,4.0000,4.0000,4.0000,4.0000,,,
09/05/2018,,3.5000,4.0300,4.0000,4.0000,4.0000,,,
10/05/2018,,3.4400,4.0100,4.0000,4.0000,4.0000,,,
11/05/2018,,3.4500,4.0000,4.0000,4.0000,4.0000,,,
14/05/2018,,3.4500,4.0000,4.0000,4.0000,4.0000,,,
15/05/2018,,3.4700,4.0000,4.0000,4.0000,4.0000,,,
16/05/2018,,3.4800,4.0000,4.0000,4.0000,4.0000,,,
17/05/2018,,3.5000,4.0100,4.0000,4.0000,4.0000,,,
18/05/2018,,3.5000,4.0100,4.0000,4.0000,4.0000,,,
21/05/2018,,3.5300,4.0100,4.0000,4.0000,4.0000,,,
22/05/2018,,3.6000,4.0000,4.0000,4.0000,4.0000,,,
23/05/2018,,3.5900,4.0000,4.0000,4.0000,4.0000,,,
24/05/2018,,3.5900,4.0000,4.0000,4.0000,4.0000,,,
25/05/2018,,3.6000,4.0000,4.0000,4.0000,4.0000,,,
28/05/2018,,3.6000,4.0100,4.0000,4.0000,4.0000,,,
29/05/2018,,3.6100,4.0100,4.0000,4.0000,4.0000,,,
30/05/2018,,3.6200,4.0100,4.0000,4.0000,4.0000,,,
01/06/2018,,3.6500,4.0100,4.0000,4.0000,4.0000,,,
04/06/2018,,3.6500,4.0100,4.0000,4.0000,4.0000,,,
05/06/2018,,3.6500,4.0100,4.0000,4.0000,4.0000,,,
06/06/2018,,3.6600,4.0300,4.0000,4.0000,4.0000,,,
07/06/2018,,3.6700,4.0500,4.0000,4.0000,4.0000,,,
08/06/2018,,3.8200,4.0700,4.0000,4.0000,4.0000,,,
11/06/2018,,3.8300,4.0900,4.0000,4.0000,4.0000,,,
12/06/2018,,3.8500,4.0900,4.0000,4.0000,4.0000,,,
13/06/2018,,3.8900,4.1000,4.0000,4.0000,4.0000,,,
14/06/2018,,3.8600,4.1000,4.0000,4.0000,4.0000,,,
15/06/2018,,3.8800,4.1000,4.0000,4.0000,4.0000,,,
18/06/2018,,3.9100,4.1000,4.0000,4.0000,4.0000,,,
19/06/2018,,3.9200,4.1000,4.0000,4.0000,4.0000,,,
20/06/2018,,3.9900,4.1000,4.0000,4.0000,4.0000,,,
21/06/2018,,3.9900,4.1000,4.0000,4.0000,4.0000,,,
22/06/2018,,4.0000,4.1000,4.0000,4.0000,4.0000,,,
25/06/2018,,4.0000,4.1000,4.0000,4.0000,4.0000,,,
26/06/2018,,4.0000,4.1000,4.0000,4.0000,4.0000,,,
27/06/2018,,4.0000,4.1000,4.0000,4.0000,4.0000,,,
28/06/2018,,4.0000,4.1000,4.0000,4.0000,4.0000,,,
29/06/2018,,4.0300,4.1000,4.0000,4.0000,4.0000,,,
02/07/2018,,4.0300,4.1000,4.0000,4.0000,4.0000,,,
03/07/2018,,4.0600,4.1000,4.0000,4.0000,4.0000,,,
04/07/2018,,4.0600,4.1000,4.0000,4.0000,4.0000,,,
05/07/2018,,4.0700,4.1000,4.0000,4.0000,4.0000,,,
06/07/2018,,4.1700,4.1000,4.0000,4.0000,4.0000,,,
09/07/2018,,4.1500,4.1000,4.0000,4.0000,4.0000,,,
10/07/2018,,4.1500,4.1000,4.0000,4.0000,4.0000,,,
11/07/2018,,4.1500,4.1000,4.0000,4.0000,4.0000,,,
12/07/2018,,4.1500,4.1000,4.0000,4.0000,4.0000,,,
13/07/2018,,4.1500,4.1000,4.0000,4.0000,4.0000,,,
16/07/2018,,4.1500,4.1000,4.0000,4.0000,3.9500,,,
17/07/2018,,4.1300,4.1000,4.0000,4.0000,3.9500,,,
18/07/2018,,4.1300,4.1000,4.0000,4.0000,3.8000,,,
19/07/2018,,4.1200,4.1000,4.0000,4.0000,3.7500,,,
20/07/2018,,4.1100,4.1000,4.0000,3.9500,3.7500,,,
23/07/2018,,4.1100,4.1000,4.0000,3.9300,3.7500,,,
24/07/2018,,4.1100,4.1000,4.0000,3.9300,3.7500,,,
25/07/2018,,4.1100,4.1000,4.0000,3.9500,3.7500,,,
26/07/2018,,4.1100,4.1000,4.0000,3.9800,3.7500,,,
27/07/2018,,4.1100,4.1000,4.0000,4.0000,3.7500,,,
30/07/2018,,4.1100,4.1000,4.0000,3.9500,3.7500,,,
31/07/2018,,4.1000,4.1000,4.0000,3.9500,3.7500,,,
01/08/2018,,4.1100,4.1000,4.0000,3.9500,3.7500,,,
02/08/2018,,4.1100,4.1000,4.0000,4.0000,3.7500,,,
03/08/2018,,4.1100,4.1000,4.0000,3.9300,3.7500,,,
06/08/2018,,4.1000,4.1000,4.0000,3.9300,3.7500,,,
07/08/2018,,4.1000,4.1000,4.0000,3.9300,3.7500,,,
08/08/2018,,4.1500,4.1000,4.0000,3.9300,3.7500,,,
09/08/2018,,4.1500,4.1000,4.0000,3.9000,3.7500,,,
10/08/2018,,4.1500,4.1000,4.0000,3.9300,3.7500,,,
13/08/2018,,4.1500,4.1000,4.0000,3.9300,3.7500,,,
14/08/2018,,4.1500,4.1000,4.0000,3.9500,3.7500,,,
15/08/2018,,4.1500,4.1000,4.0000,3.9500,3.7500,,,
16/08/2018,,4.1500,4.1000,4.0000,3.9300,3.7500,,,
17/08/2018,,4.1500,4.1000,4.0000,3.9000,3.7500,,,
20/08/2018,,4.1300,4.1200,4.0000,3.9200,3.7500,,,
21/08/2018,,4.1200,4.1200,4.0000,3.9000,3.7500,,,
22/08/2018,,4.1700,4.1200,4.0000,3.9700,3.7500,,,
23/08/2018,,4.1700,4.1200,4.0000,3.9200,3.7500,,,
24/08/2018,,4.1700,4.1200,4.0000,3.9200,3.7500,,,
27/08/2018,,4.1700,4.1100,4.0000,3.9200,3.7500,,,
28/08/2018,,4.1700,4.1100,4.0000,3.9300,3.7500,,,
29/08/2018,,4.1700,4.1100,4.0000,3.9300,3.7500,,,
30/08/2018,,4.1600,4.1100,4.0000,3.9700,3.7500,,,
31/08/2018,,4.1600,4.1100,4.0000,3.9200,3.7500,,,
03/09/2018,,4.1600,4.1100,4.0000,3.8700,3.7500,,,
04/09/2018,,4.1700,4.1100,4.0000,3.8700,3.7500,,,
05/09/2018,,4.1700,4.1100,4.0000,3.8700,3.7500,,,
06/09/2018,,4.0500,4.1100,4.0000,3.8700,3.7500,,,
10/09/2018,,4.0600,4.1100,4.0000,3.8700,3.7500,,,
11/09/2018,,4.0600,4.1100,4.0000,3.8700,3.7500,,,
12/09/2018,,4.0800,4.1000,4.0000,3.8700,3.7500,,,
13/09/2018,,4.0900,4.1100,4.0000,3.9200,3.7500,,,
14/09/2018,,4.0900,4.1100,4.0000,3.9200,3.7500,,,
17/09/2018,,4.1200,4.1100,4.0000,3.8700,3.7500,,,
18/09/2018,,4.1400,4.1200,4.0000,3.8700,3.7500,,,
19/09/2018,,4.1700,4.1400,4.0000,3.8700,3.7500,,,
20/09/2018,,4.2500,4.1800,4.0000,3.9600,3.7500,,,
21/09/2018,,4.2800,4.1800,4.0000,3.9700,3.7500,,,
24/09/2018,,4.3000,4.2000,4.0000,3.9700,3.7500,,,
25/09/2018,,4.3000,4.2000,4.0000,3.9700,3.7500,,,
26/09/2018,,4.3000,4.2000,4.0000,3.9700,3.7500,,,
27/09/2018,,4.3000,4.2000,4.0000,3.9300,3.7500,,,
28/09/2018,,4.3000,4.2000,4.0000,3.9700,3.7500,,,
01/10/2018,,4.3000,4.2000,4.0000,3.9500,3.7500,,,
02/10/2018,,4.3100,4.2000,4.0000,3.9500,3.7500,,,
03/10/2018,,4.3200,4.2000,4.0000,3.9500,3.7500,,,
04/10/2018,,4.3200,4.2000,4.0000,3.9500,3.7500,,,
05/10/2018,,4.4000,4.2000,4.0000,3.9500,3.7500,,,
08/10/2018,,4.4100,4.2000,4.0000,3.9700,3.7500,,,
09/10/2018,,4.4200,4.2000,4.0000,3.9500,3.7500,,,
10/10/2018,,4.4200,4.2000,4.0000,3.9500,3.7500,,,
11/10/2018,,4.4300,4.2100,4.0000,3.9200,3.7500,,,
15/10/2018,,4.4300,4.2100,4.0000,3.8700,3.7500,,,
16/10/2018,,4.4300,4.2100,4.0000,3.8700,3.7500,,,
17/10/2018,,4.4400,4.2100,4.0000,3.8100,3.7500,,,
18/10/2018,,4.4400,4.2100,4.0000,3.7800,3.7500,,,
19/10/2018,,4.4400,4.2200,4.0000,3.7800,3.7500,,,
22/10/2018,,4.4300,4.2300,4.0000,3.9200,3.7500,,,
23/10/2018,,4.4300,4.2200,4.0000,3.9200,3.7500,,,
24/10/2018,,4.4300,4.2200,4.0000,3.9500,3.7500,,,
25/10/2018,,4.4300,4.2300,4.0000,3.9200,3.7500,,,
26/10/2018,,4.4300,4.2200,4.0000,3.9500,3.7500,,,
29/10/2018,,4.4200,4.2300,4.0000,3.9500,3.7500,,,
30/10/2018,,4.4200,4.2200,4.0000,3.9900,3.7500,,,
31/10/2018,,4.4200,4.2200,4.0000,3.9900,3.7500,,,
01/11/2018,,4.4000,4.2200,4.0000,3.9700,3.7500,,,
05/11/2018,,4.3900,4.2100,4.0000,3.9700,3.7500,,,
06/11/2018,,4.3900,4.2000,4.0000,3.9700,3.7500,,,
07/11/2018,,4.2900,4.2100,4.0000,3.9700,3.7500,,,
08/11/2018,,4.2600,4.2100,4.0000,3.9500,3.7500,,,
09/11/2018,,4.2300,4.2100,4.0000,3.9500,3.7500,,,
12/11/2018,,4.2100,4.2100,4.0000,3.9200,3.7500,,,
13/11/2018,,4.2000,4.2100,4.0000,3.9200,3.7500,,,
14/11/2018,,4.1700,4.2100,4.0000,3.9200,3.7500,,,
16/11/2018,,4.1300,4.2000,4.0000,3.9000,3.7500,,,
19/11/2018,,4.1000,4.2000,4.0000,3.9200,3.7500,,,
20/11/2018,,4.0800,4.1600,4.0000,3.9000,3.7500,,,
21/11/2018,,4.0500,4.1500,4.0000,3.9100,3.7500,,,
22/11/2018,,3.9500,4.1300,4.0000,3.8100,3.7500,,,
23/11/2018,,3.9400,4.1200,4.0000,3.8600,3.7500,,,
26/11/2018,,3.9100,4.1100,4.0000,3.8600,3.7500,,,
27/11/2018,,3.9100,4.1300,4.0000,3.8100,3.7500,,,
28/11/2018,,3.9000,4.1300,4.0000,3.8100,3.7500,,,
29/11/2018,,3.9000,4.1200,4.0000,3.8100,3.7500,,,
30/11/2018,,3.8900,4.1100,4.0000,3.7800,3.7500,,,
03/12/2018,,3.8800,4.1000,4.0000,3.8000,3.7500,,,
04/12/2018,,3.8700,4.0900,4.0000,3.7800,3.7500,,,
05/12/2018,,3.8700,4.0800,4.0000,3.7800,3.7500,,,
06/12/2018,,3.8700,4.0700,4.0000,3.7500,3.7500,,,
07/12/2018,,3.7100,4.0700,4.0000,3.7500,3.7500,,,
10/12/2018,,3.7100,4.0700,4.0000,3.7500,3.7500,,,
11/12/2018,,3.7100,4.0700,4.0000,3.7500,3.7500,,,
12/12/2018,,3.7100,4.0700,4.0000,3.7500,3.7500,,,
13/12/2018,,3.7100,4.0700,4.0000,3.7500,3.7500,,,
14/12/2018,,3.7100,4.0700,4.0000,3.7500,3.7500,,,
17/12/2018,,3.6900,4.0500,4.0000,3.7500,3.7500,,,
18/12/2018,,3.7000,4.0500,4.0000,3.7500,3.7500,,,
19/12/2018,,3.6900,4.0500,4.0000,3.7500,3.7500,,,
20/12/2018,,3.7000,4.0300,4.0000,3.7500,3.7500,,,
21/12/2018,,3.6900,4.0300,4.0000,3.7500,3.7500,,,
24/12/2018,,3.6900,4.0300,4.0000,3.7500,3.7500,,,
26/12/2018,,3.6900,4.0300,4.0000,3.7500,3.7500,,,
27/12/2018,,3.6900,4.0100,4.0000,3.7500,3.7500,,,
28/12/2018,,3.6900,4.0100,4.0000,3.7500,3.7500,,,
31/12/2018,,3.6900,4.0100,4.0000,3.7500,3.7500,,,
02/01/2019,,3.6900,4.0100,4.0000,3.7500,3.7500,,,
03/01/2019,,3.6900,4.0100,4.0000,3.7500,3.7500,,,
04/01/2019,,3.6900,4.0100,4.0000,3.7500,3.7500,,,
07/01/2019,,3.6900,4.0000,4.0000,3.7500,3.7500,,,
08/01/2019,,3.7000,4.0000,4.0000,3.7500,3.7500,,,
09/01/2019,,3.7000,4.0100,4.0000,3.7500,3.7500,,,
10/01/2019,,3.7000,4.0000,4.0000,3.7500,3.7500,,,
11/01/2019,,,4.0200,4.0000,3.7500,3.7500,3.7500,,
14/01/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
15/01/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
16/01/2019,,,4.0200,4.0000,3.7500,3.7500,3.7500,,
17/01/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
18/01/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
21/01/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
22/01/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
23/01/2019,,,4.0000,4.0000,3.7500,3.7500,3.7500,,
24/01/2019,,,4.0000,4.0000,3.7500,3.7500,3.7500,,
25/01/2019,,,4.0000,4.0000,3.7500,3.7500,3.7500,,
28/01/2019,,,4.0000,4.0000,3.7500,3.7500,3.7500,,
29/01/2019,,,4.0000,4.0000,3.7500,3.7500,3.7500,,
30/01/2019,,,4.0000,4.0000,3.7500,3.7500,3.7500,,
31/01/2019,,,4.0000,4.0000,3.7500,3.7500,3.7500,,
01/02/2019,,,3.9400,4.0000,3.7500,3.7500,3.7500,,
04/02/2019,,,3.9300,4.0000,3.7500,3.7500,3.7500,,
05/02/2019,,,3.9300,4.0000,3.7500,3.7500,3.7500,,
06/02/2019,,,3.9300,4.0000,3.7500,3.7500,3.7500,,
07/02/2019,,,3.9300,4.0000,3.7500,3.7500,3.7500,,
08/02/2019,,,3.8700,4.0000,3.7500,3.7500,3.7500,,
11/02/2019,,,3.8600,4.0000,3.7500,3.7500,3.7500,,
12/02/2019,,,3.8700,4.0000,3.7500,3.7500,3.7500,,
13/02/2019,,,3.8600,4.0000,3.7500,3.7500,3.7500,,
14/02/2019,,,3.8600,4.0000,3.7500,3.7500,3.7500,,
15/02/2019,,,3.8700,4.0000,3.7500,3.7500,3.7500,,
18/02/2019,,,3.8600,4.0000,3.7500,3.7500,3.7500,,
19/02/2019,,,3.8500,4.0000,3.7500,3.7500,3.7500,,
20/02/2019,,,3.8500,4.0000,3.7500,3.7500,3.7500,,
21/02/2019,,,3.8500,4.0000,3.7500,3.7500,3.7500,,
22/02/2019,,,3.8500,4.0000,3.7500,3.7500,3.7500,,
25/02/2019,,,3.8500,4.0000,3.7500,3.7500,3.7500,,
26/02/2019,,,3.8500,4.0000,3.7500,3.7500,3.7500,,
27/02/2019,,,3.8500,4.0000,3.7500,3.7500,3.7500,,
28/02/2019,,,3.8500,4.0000,3.7500,3.7500,3.7500,,
01/03/2019,,,3.8500,4.0000,3.7500,3.7500,3.7500,,
06/03/2019,,,3.8800,4.0000,3.7500,3.7500,3.7500,,
07/03/2019,,,3.8800,4.0000,3.7500,3.7500,3.7500,,
08/03/2019,,,3.8700,4.0000,3.7500,3.7500,3.7500,,
11/03/2019,,,3.8700,4.0000,3.7500,3.7500,3.7500,,
12/03/2019,,,3.9200,4.0000,3.7500,3.7500,3.7500,,
13/03/2019,,,3.9100,4.0000,3.7500,3.7500,3.7500,,
14/03/2019,,,3.9000,4.0000,3.7500,3.7500,3.7500,,
15/03/2019,,,3.8900,4.0000,3.7500,3.7500,3.7500,,
18/03/2019,,,3.8800,4.0000,3.7500,3.7500,3.7500,,
19/03/2019,,,3.8800,4.0000,3.7500,3.7500,3.7500,,
20/03/2019,,,3.8800,4.0000,3.7500,3.7500,3.7500,,
21/03/2019,,,3.8900,4.0000,3.7500,3.7500,3.7500,,
22/03/2019,,,3.8900,4.0000,3.7500,3.7500,3.7500,,
25/03/2019,,,3.8800,4.0000,3.7500,3.7500,3.7500,,
26/03/2019,,,3.8900,4.0000,3.7500,3.7500,3.7500,,
27/03/2019,,,3.8800,4.0000,3.7500,3.7500,3.7500,,
28/03/2019,,,3.8800,4.0000,3.7500,3.7500,3.7500,,
29/03/2019,,,3.8900,4.0000,3.7500,3.7500,3.7500,,
01/04/2019,,,3.8900,4.0000,3.7500,3.7500,3.7500,,
02/04/2019,,,3.8900,4.0000,3.7500,3.7500,3.7500,,
03/04/2019,,,3.8900,4.0000,3.7500,3.7500,3.7500,,
04/04/2019,,,3.8900,4.0000,3.7500,3.7500,3.7500,,
05/04/2019,,,3.9000,4.0000,3.7500,3.7500,3.7500,,
08/04/2019,,,3.9000,4.0000,3.7500,3.7500,3.7500,,
09/04/2019,,,3.9000,4.0000,3.7500,3.7500,3.7500,,
10/04/2019,,,4.1000,4.0000,3.7500,3.7500,3.7500,,
11/04/2019,,,4.0800,4.0000,3.7500,3.7500,3.7500,,
12/04/2019,,,4.0600,4.0000,3.7500,3.7500,3.7500,,
15/04/2019,,,4.0400,4.0000,3.7500,3.7500,3.7500,,
16/04/2019,,,4.0400,4.0000,3.7500,3.7500,3.7500,,
17/04/2019,,,4.0300,4.0000,3.7500,3.7500,3.7500,,
18/04/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
22/04/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
23/04/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
24/04/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
25/04/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
26/04/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
29/04/2019,,,4.0200,4.0000,3.7500,3.7500,3.7500,,
30/04/2019,,,4.0200,4.0000,3.7500,3.7500,3.7500,,
02/05/2019,,,4.0300,4.0000,3.7500,3.7500,3.7500,,
03/05/2019,,,4.0400,4.0000,3.7500,3.7500,3.7500,,
06/05/2019,,,4.0400,4.0000,3.7500,3.7500,3.7500,,
07/05/2019,,,4.0400,4.0000,3.7500,3.7500,3.7500,,
08/05/2019,,,4.0500,4.0000,3.7500,3.7500,3.7500,,
09/05/2019,,,4.0500,4.0000,3.7500,3.7500,3.7500,,
10/05/2019,,,4.0400,4.0000,3.7500,3.7500,3.7500,,
13/05/2019,,,4.0500,4.0000,3.7500,3.7500,3.7500,,
14/05/2019,,,4.0500,4.0000,3.7500,3.7500,3.7500,,
15/05/2019,,,4.0500,4.0000,3.7500,3.7500,3.7500,,
16/05/2019,,,4.0500,4.0000,3.7500,3.7500,3.7500,,
17/05/2019,,,4.0700,4.0000,3.7500,3.7500,3.7500,,
20/05/2019,,,4.0700,4.0000,3.7500,3.7500,3.7500,,
21/05/2019,,,4.0700,4.0000,3.7500,3.7500,3.7500,,
22/05/2019,,,4.0700,4.0000,3.7500,3.7500,3.7500,,
23/05/2019,,,4.0700,4.0000,3.7500,3.7500,3.7500,,
24/05/2019,,,4.0700,4.0000,3.7500,3.7500,3.7500,,
27/05/2019,,,4.0600,4.0000,3.7500,3.7500,3.7500,,
28/05/2019,,,4.0500,4.0000,3.7500,3.7500,3.7500,,
29/05/2019,,,4.0500,4.0000,3.7500,3.7500,3.7500,,
30/05/2019,,,4.0400,4.0000,3.7500,3.7500,3.7500,,
31/05/2019,,,4.0300,4.0000,3.7500,3.7500,3.7500,,
03/06/2019,,,4.0200,4.0000,3.7500,3.7500,3.7500,,
04/06/2019,,,4.0300,4.0000,3.7500,3.7500,3.7500,,
05/06/2019,,,4.0200,4.0000,3.7500,3.7500,3.7500,,
06/06/2019,,,4.0100,4.0000,3.7500,3.7500,3.7500,,
07/06/2019,,,3.8900,4.0000,3.7500,3.7500,3.7500,,
10/06/2019,,,3.8800,4.0000,3.7500,3.7500,3.7500,,
11/06/2019,,,3.8800,4.0000,3.7500,3.7500,3.7500,,
12/06/2019,,,3.8700,4.0000,3.7500,3.7500,3.7500,,
13/06/2019,,,3.8700,4.0000,3.7500,3.7500,3.7500,,
14/06/2019,,,3.8400,4.0000,3.7500,3.7500,3.7500,,
17/06/2019,,,3.8300,3.9900,3.7500,3.7500,3.7500,,
18/06/2019,,,3.8300,3.9900,3.7500,3.7500,3.7500,,
19/06/2019,,,3.8400,3.9900,3.7500,3.7500,3.7500,,
21/06/2019,,,3.8200,3.9500,3.7500,3.7500,3.7500,,
24/06/2019,,,3.8000,3.9500,3.7500,3.7500,3.7500,,
25/06/2019,,,3.8200,3.9500,3.7500,3.7500,3.7500,,
26/06/2019,,,3.8200,3.9500,3.7500,3.7500,3.7500,,
27/06/2019,,,3.8200,3.9500,3.7500,3.7500,3.7500,,
28/06/2019,,,3.8000,3.9100,3.7500,3.7500,3.7500,,
01/07/2019,,,3.8000,3.9100,3.7500,3.7500,3.7500,,
02/07/2019,,,3.8000,3.9100,3.7500,3.7500,3.7500,,
03/07/2019,,,3.8000,3.9100,3.7500,3.7500,3.7500,,
04/07/2019,,,3.8000,3.9100,3.7500,3.7500,3.7500,,
05/07/2019,,,3.8000,3.9100,3.7500,3.7500,3.7500,,
08/07/2019,,,3.8100,3.9300,3.7500,3.7500,3.7500,,
09/07/2019,,,3.8100,3.9300,3.7500,3.7500,3.7500,,
10/07/2019,,,3.8200,3.9100,3.7500,3.7500,3.7000,,
11/07/2019,,,3.8200,3.9000,3.7500,3.7500,3.7000,,
12/07/2019,,,3.8200,3.9000,3.7500,3.7500,3.6000,,
15/07/2019,,,3.8100,3.9100,3.7500,3.7000,3.5000,,
16/07/2019,,,3.8100,3.9100,3.7500,3.7000,3.5100,,
17/07/2019,,,3.8100,3.9100,3.7500,3.7500,3.5300,,
18/07/2019,,,3.8000,3.9100,3.7500,3.7300,3.5300,,
19/07/2019,,,3.7800,3.9000,3.7500,3.6500,3.5000,,
