Dates,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
30/10/2001,,6.6700,5.0700,4.0000,,,,,,,,
31/10/2001,,6.6700,5.0700,4.0000,,,,,,,,
01/11/2001,,6.6700,5.0400,4.0000,,,,,,,,
06/11/2001,,6.6700,5.1000,3.9600,3.0000,3.0000,,,,,,
07/11/2001,,6.6800,5.1000,4.0000,3.5000,3.0000,,,,,,
08/11/2001,,6.7100,5.1100,4.0000,3.5000,3.5000,,,,,,
09/11/2001,,6.8000,5.1100,4.0000,3.5000,3.5000,,,,,,
12/11/2001,,6.9200,5.1100,4.0000,3.5000,3.5000,,,,,,
13/11/2001,,7.0000,5.1100,4.0000,3.5000,3.5000,,,,,,
14/11/2001,,7.0400,5.1100,4.0000,3.5000,3.5000,,,,,,
16/11/2001,,7.1400,5.1100,4.0000,3.5000,3.5000,,,,,,
19/11/2001,,7.1800,5.1000,4.0000,3.5000,3.5000,,,,,,
20/11/2001,,7.1800,5.1000,4.0000,3.5000,3.5000,,,,,,
21/11/2001,,7.1800,5.1000,4.0000,3.5000,3.5000,,,,,,
22/11/2001,,7.1800,5.1000,4.0000,3.5000,3.5000,,,,,,
23/11/2001,,7.1800,5.1000,4.0000,3.5000,3.5000,,,,,,
26/11/2001,,7.2200,5.1000,4.0000,3.5800,3.5000,,,,,,
27/11/2001,,7.2300,5.0800,4.0000,3.5800,3.5000,,,,,,
28/11/2001,,7.2500,5.0800,4.0000,3.5800,3.5000,,,,,,
29/11/2001,,7.2600,5.0800,4.0000,3.5800,3.5000,,,,,,
30/11/2001,,7.2900,5.0900,4.0000,3.5800,3.5000,,,,,,
03/12/2001,,7.2900,5.0900,4.0000,3.5800,3.5000,,,,,,
04/12/2001,,7.2900,5.0900,4.0000,3.5800,3.5000,,,,,,
05/12/2001,,7.2900,5.0900,4.0000,3.5800,3.5000,,,,,,
06/12/2001,,7.2900,5.0900,4.0000,3.5800,3.5000,,,,,,
07/12/2001,,7.3400,5.2000,4.0000,3.5800,3.5000,,,,,,
10/12/2001,,7.3700,5.2000,4.0000,3.5800,3.5000,,,,,,
11/12/2001,,7.3900,5.1000,4.0000,3.5000,3.5000,,,,,,
12/12/2001,,7.3800,5.1000,4.0000,3.7100,3.5000,,,,,,
13/12/2001,,7.3900,5.0900,4.0000,3.7100,3.5000,,,,,,
14/12/2001,,7.3500,5.0300,4.0000,3.7100,3.5000,,,,,,
17/12/2001,,7.3900,5.0300,4.0000,3.7500,3.5000,,,,,,
18/12/2001,,7.3900,5.0100,4.0000,3.7500,3.5000,,,,,,
19/12/2001,,7.4000,5.0000,4.0000,3.7100,3.5000,,,,,,
20/12/2001,,7.4000,5.0000,4.0000,3.7100,3.5000,,,,,,
21/12/2001,,7.4000,5.0000,4.0000,3.7100,3.5000,,,,,,
24/12/2001,,7.4000,5.0000,4.0000,3.7100,3.5000,,,,,,
26/12/2001,,7.4000,5.0000,4.0000,3.7100,3.5000,,,,,,
27/12/2001,,7.4000,4.9400,4.0000,3.7100,3.5000,,,,,,
28/12/2001,,7.4000,4.8000,4.0000,3.5000,3.2500,,,,,,
31/12/2001,,7.4000,4.8000,4.0000,3.5000,3.2500,,,,,,
02/01/2002,,7.4100,4.7500,4.0000,3.5000,3.2500,,,,,,
03/01/2002,,7.4000,4.7500,4.0000,3.5000,3.2500,,,,,,
04/01/2002,,7.4000,4.7000,4.0000,3.5000,3.2500,,,,,,
07/01/2002,,7.4000,4.7000,4.0000,3.5000,3.2500,,,,,,
08/01/2002,,7.3900,4.7000,4.0000,3.5000,3.2500,,,,,,
09/01/2002,,7.4000,4.6800,4.0000,3.5000,3.2500,,,,,,
10/01/2002,,7.4000,4.7000,4.0000,3.5000,3.2500,,,,,,
11/01/2002,,,4.7000,4.0000,3.5000,3.2500,4.2800,,,,,
14/01/2002,,,4.7000,4.0000,3.5000,3.3800,3.5600,,,,,
15/01/2002,,,4.7100,4.0000,3.5800,3.5000,3.4100,,,,,
16/01/2002,,,4.7100,4.0000,3.5800,3.5000,3.4100,,,,,
17/01/2002,,,4.7000,4.0000,3.5000,3.5000,3.5600,,,,,
18/01/2002,,,4.7500,4.0000,3.6600,3.5000,3.5600,,,,,
21/01/2002,,,4.8000,4.0000,3.6300,3.5000,3.5600,,,,,
22/01/2002,,,4.8200,4.0000,3.6300,3.5000,3.5600,,,,,
23/01/2002,,,4.8200,4.0000,3.6300,3.5000,3.5600,,,,,
24/01/2002,,,4.8200,4.0000,3.6300,3.5000,3.3800,,,,,
25/01/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
28/01/2002,,,4.8000,4.0000,3.6300,3.5000,3.5000,,,,,
29/01/2002,,,4.8000,4.0000,3.6300,3.5000,3.5000,,,,,
30/01/2002,,,4.8000,4.0000,3.6300,3.5000,3.5000,,,,,
31/01/2002,,,4.8000,4.0000,3.6300,3.5000,3.5000,,,,,
01/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
04/02/2002,,,4.8000,4.0000,3.6300,3.5000,3.5000,,,,,
05/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
06/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
07/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
08/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
11/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
13/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
14/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
15/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
18/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
19/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
20/02/2002,,,4.8000,4.0000,3.5000,3.5000,3.5000,,,,,
21/02/2002,,,4.8200,4.0000,3.5000,3.5000,3.5000,,,,,
22/02/2002,,,4.8500,4.0000,3.5000,3.5000,3.5000,,,,,
25/02/2002,,,4.8600,4.0000,3.5000,3.5000,3.5000,,,,,
26/02/2002,,,4.8200,4.0000,3.5000,3.5000,3.5000,,,,,
27/02/2002,,,4.8500,4.0000,3.5000,3.5000,3.5000,,,,,
28/02/2002,,,4.8700,4.0000,3.5000,3.5000,3.5000,,,,,
01/03/2002,,,4.8900,4.0000,3.5000,3.5000,3.5000,,,,,
04/03/2002,,,4.8800,4.0000,3.5000,3.5000,3.5000,,,,,
05/03/2002,,,4.8500,4.0000,3.5000,3.5000,3.5000,,,,,
06/03/2002,,,4.8900,4.0000,3.5000,3.5000,3.5000,,,,,
07/03/2002,,,4.9000,4.0000,3.5000,3.5000,3.5000,,,,,
08/03/2002,,,4.9000,4.0000,3.5000,3.5000,3.5000,,,,,
11/03/2002,,,4.9200,4.0000,3.6300,3.5000,3.5000,,,,,
12/03/2002,,,4.9200,4.0000,3.7500,3.5000,3.5000,,,,,
13/03/2002,,,4.9600,4.0000,3.7500,3.5000,3.5000,,,,,
14/03/2002,,,4.9900,4.0000,3.6300,3.5000,3.5000,,,,,
15/03/2002,,,4.9800,4.0000,3.6300,3.5000,3.5000,,,,,
18/03/2002,,,4.9900,4.0000,3.6500,3.5000,3.5000,,,,,
19/03/2002,,,5.0000,4.0000,3.6500,3.5000,3.5000,,,,,
20/03/2002,,,5.0000,4.0000,3.6500,3.5000,3.5000,,,,,
21/03/2002,,,5.0000,4.0000,3.6500,3.5000,3.5000,,,,,
22/03/2002,,,5.0000,4.0000,3.6500,3.5000,3.5000,,,,,
25/03/2002,,,5.0100,4.0000,3.5000,3.5000,3.5000,,,,,
26/03/2002,,,5.0300,4.0000,3.5000,3.5000,3.5000,,,,,
27/03/2002,,,5.0400,4.0000,3.5000,3.5000,3.5000,,,,,
28/03/2002,,,5.0400,4.0000,3.5000,3.5000,3.5000,,,,,
01/04/2002,,,5.0800,4.0000,3.5000,3.5000,3.5000,,,,,
02/04/2002,,,5.1000,4.0000,3.5000,3.5000,3.5000,,,,,
03/04/2002,,,5.1300,4.0000,3.5000,3.5000,3.5000,,,,,
04/04/2002,,,5.2100,4.0000,3.5000,3.5000,3.5000,,,,,
05/04/2002,,,5.2600,4.0000,3.5000,3.5000,3.5000,,,,,
08/04/2002,,,5.2800,4.0000,3.5000,3.5000,3.5000,,,,,
09/04/2002,,,5.2900,4.0000,3.6500,3.5000,3.5000,,,,,
10/04/2002,,,5.3000,4.0000,3.6500,3.5000,3.5000,,,,,
11/04/2002,,,5.3000,4.0000,3.8000,3.5000,3.5000,,,,,
12/04/2002,,,5.3200,4.0000,3.5000,3.5000,3.5000,,,,,
15/04/2002,,,5.4100,4.0000,3.8000,3.5000,3.5000,,,,,
16/04/2002,,,5.4400,4.0000,3.8000,3.5000,3.5000,,,,,
17/04/2002,,,5.4400,4.0000,3.8000,3.5000,3.5000,,,,,
18/04/2002,,,5.4500,4.0000,3.8000,3.5000,3.5000,,,,,
19/04/2002,,,5.4600,4.0000,3.8000,3.5000,3.5000,,,,,
22/04/2002,,,5.4500,4.0000,3.8000,3.5000,3.5000,,,,,
23/04/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
24/04/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
25/04/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
26/04/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
29/04/2002,,,5.4600,4.0000,3.6500,3.5000,3.5000,,,,,
30/04/2002,,,5.4600,4.0000,3.6500,3.5000,3.5000,,,,,
02/05/2002,,,5.4600,4.0000,3.6500,3.5000,3.5000,,,,,
03/05/2002,,,5.4600,4.0000,3.6500,3.5000,3.5000,,,,,
06/05/2002,,,5.4600,4.0000,3.6500,3.5000,3.5000,,,,,
07/05/2002,,,5.4600,4.0000,3.6500,3.5000,3.5000,,,,,
08/05/2002,,,5.4600,4.0000,3.6500,3.5000,3.5000,,,,,
09/05/2002,,,5.4800,4.0000,3.6500,3.5000,3.5000,,,,,
10/05/2002,,,5.5000,4.0000,3.6500,3.5000,3.5000,,,,,
13/05/2002,,,5.5000,4.0000,3.6500,3.5000,3.5000,,,,,
14/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
15/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
16/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
17/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
20/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
21/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
22/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
23/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
24/05/2002,,,5.4600,4.0000,3.6500,3.5000,3.5000,,,,,
27/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
28/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
29/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
31/05/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
03/06/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
04/06/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
05/06/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
06/06/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
07/06/2002,,,5.4900,4.0000,3.5000,3.5000,3.5000,,,,,
10/06/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
11/06/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
12/06/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
13/06/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
14/06/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
17/06/2002,,,5.4600,4.0000,3.5000,3.5000,3.5000,,,,,
18/06/2002,,,5.5000,4.0000,3.5000,3.5000,3.5000,,,,,
19/06/2002,,,5.5000,4.0000,3.5000,3.5000,3.5000,,,,,
20/06/2002,,,5.5000,4.0000,3.5000,3.5000,3.5000,,,,,
21/06/2002,,,5.5000,4.0000,3.5000,3.5000,3.5000,,,,,
24/06/2002,,,5.5200,4.0000,3.5000,3.5000,3.5000,,,,,
25/06/2002,,,5.5200,4.0000,3.5000,3.5000,3.5000,,,,,
26/06/2002,,,5.5200,4.0000,3.5000,3.5000,3.5000,,,,,
27/06/2002,,,5.5200,4.0000,3.5000,3.5000,3.5000,,,,,
28/06/2002,,,5.5300,4.0000,3.5000,3.5000,3.5000,,,,,
01/07/2002,,,5.6000,4.0000,3.5000,3.5000,3.5000,,,,,
02/07/2002,,,5.6000,4.0000,3.5000,3.5000,3.5000,,,,,
03/07/2002,,,5.6600,4.0000,3.5000,3.5000,3.5000,,,,,
04/07/2002,,,5.6800,4.0000,3.5000,3.5000,3.5000,,,,,
05/07/2002,,,5.7200,4.0000,3.5000,3.5000,3.5000,,,,,
08/07/2002,,,5.7300,4.0500,3.5000,3.5000,3.5000,,,,,
09/07/2002,,,5.7400,4.0500,3.5000,3.5000,3.5000,,,,,
10/07/2002,,,5.7600,4.0500,3.5000,3.5000,3.5000,,,,,
11/07/2002,,,5.7900,4.2000,3.7000,3.5000,3.5000,,,,,
12/07/2002,,,5.8100,4.2000,3.5000,3.5000,3.5000,,,,,
15/07/2002,,,5.8100,4.2300,3.7500,3.5000,3.5000,,,,,
16/07/2002,,,5.8000,4.3000,3.7000,3.5000,3.5000,,,,,
17/07/2002,,,5.8000,4.3300,3.7000,3.5000,3.5000,,,,,
18/07/2002,,,5.8100,4.3300,3.9000,3.5000,3.5000,,,,,
19/07/2002,,,5.8400,4.3800,3.9000,3.5000,3.5000,,,,,
22/07/2002,,,5.8400,4.3800,3.9000,3.5000,3.5000,,,,,
23/07/2002,,,5.8700,4.3800,3.9000,3.5000,3.5000,,,,,
24/07/2002,,,5.9100,4.3800,3.9000,3.5000,3.5000,,,,,
25/07/2002,,,5.9600,4.3800,3.9000,3.5000,3.5000,,,,,
26/07/2002,,,5.9600,4.3500,3.9000,3.5000,3.5000,,,,,
29/07/2002,,,5.9700,4.3500,3.9000,3.5000,3.5000,,,,,
30/07/2002,,,5.9800,4.3500,3.9000,3.5000,3.5000,,,,,
31/07/2002,,,5.9900,4.3500,3.9000,3.5000,3.5000,,,,,
01/08/2002,,,6.0000,4.3800,3.9500,3.5000,3.5000,,,,,
02/08/2002,,,6.0000,4.4000,3.9500,3.5000,3.5000,,,,,
05/08/2002,,,6.0200,4.3500,3.8000,3.5000,3.5000,,,,,
06/08/2002,,,6.0200,4.4000,3.8000,3.5000,3.5000,,,,,
07/08/2002,,,6.0200,4.3800,3.8000,3.5000,3.5000,,,,,
08/08/2002,,,6.0700,4.4000,3.8000,3.5000,3.5000,,,,,
09/08/2002,,,6.0700,4.4000,3.8000,3.5000,3.5000,,,,,
12/08/2002,,,6.1100,4.4500,3.9000,3.5000,3.5000,,,,,
13/08/2002,,,6.1500,4.5000,3.9000,3.5000,3.5000,,,,,
14/08/2002,,,6.2000,4.5000,3.9000,3.5000,3.5000,,,,,
15/08/2002,,,6.2700,4.5000,3.9500,3.5000,3.5000,,,,,
16/08/2002,,,6.2700,4.5000,3.9500,3.5000,3.5000,,,,,
19/08/2002,,,6.3800,4.6400,4.0000,3.5000,3.5000,,,,,
20/08/2002,,,6.3800,4.7500,3.9500,3.5000,3.5000,,,,,
21/08/2002,,,6.3800,4.8000,3.9500,3.5000,3.5000,,,,,
22/08/2002,,,6.4000,4.8000,4.0000,3.5000,3.5000,,,,,
23/08/2002,,,6.4300,4.8000,4.0000,3.5000,3.5000,,,,,
26/08/2002,,,6.4300,4.8100,4.0000,3.5000,3.5000,,,,,
27/08/2002,,,6.4300,4.8100,4.0000,3.5000,3.5000,,,,,
28/08/2002,,,6.4300,4.8100,4.0000,3.5000,3.5000,,,,,
29/08/2002,,,6.4300,4.8100,4.0000,3.5000,3.5000,,,,,
30/08/2002,,,6.4300,4.9500,4.0000,3.5000,3.5000,,,,,
02/09/2002,,,6.4800,5.0000,4.0000,3.5000,3.5000,,,,,
03/09/2002,,,6.4800,5.0000,4.0000,3.5000,3.5000,,,,,
04/09/2002,,,6.4800,5.0000,4.0000,3.5000,3.5000,,,,,
05/09/2002,,,6.5000,5.0000,4.0000,3.5000,3.5000,,,,,
06/09/2002,,,6.5100,5.0000,4.0000,3.6000,3.5000,,,,,
09/09/2002,,,6.5300,5.0000,4.0000,3.6000,3.5000,,,,,
10/09/2002,,,6.5300,5.0000,4.0000,3.7500,3.5000,,,,,
11/09/2002,,,6.5300,5.0000,4.0000,3.7500,3.5000,,,,,
12/09/2002,,,6.5300,5.0500,4.0000,3.7500,3.5000,,,,,
13/09/2002,,,6.6000,5.2000,4.0000,3.8000,3.5000,,,,,
16/09/2002,,,6.5900,5.2000,4.0000,3.8000,3.5000,,,,,
17/09/2002,,,6.5800,5.3500,4.0000,3.8000,3.5000,,,,,
18/09/2002,,,6.5900,5.3500,4.0000,3.8500,3.5000,,,,,
19/09/2002,,,6.6400,5.5000,4.0000,3.8500,3.5000,,,,,
20/09/2002,,,6.6400,5.5000,4.0000,3.8500,3.5000,,,,,
23/09/2002,,,6.6400,5.5000,4.0000,3.9000,3.5000,,,,,
24/09/2002,,,6.6500,5.5000,4.0000,3.9000,3.5000,,,,,
25/09/2002,,,6.6900,5.5000,4.0000,3.9000,3.5000,,,,,
26/09/2002,,,6.7300,5.5000,4.0000,4.0000,3.5000,,,,,
27/09/2002,,,6.7600,5.5000,4.0000,3.9500,3.5000,,,,,
30/09/2002,,,6.8200,5.5000,4.0000,3.9500,3.5000,,,,,
01/10/2002,,,6.8200,5.5000,4.0000,3.9500,3.5000,,,,,
02/10/2002,,,6.8800,5.5300,4.0000,3.9000,3.5000,,,,,
03/10/2002,,,6.9100,5.5300,4.0000,3.9000,3.5000,,,,,
04/10/2002,,,6.9100,5.5300,4.0000,3.9000,3.5000,,,,,
07/10/2002,,,6.9900,5.5300,4.4700,4.0000,3.5000,,,,,
08/10/2002,,,7.0100,5.5300,4.5000,4.0000,3.5000,,,,,
09/10/2002,,,7.0100,5.5300,4.5000,4.0000,3.5000,,,,,
10/10/2002,,,7.0700,5.8300,4.5000,4.0000,3.5000,,,,,
11/10/2002,,,7.1400,5.8500,4.5000,4.0000,3.5000,,,,,
14/10/2002,,,7.3500,5.9000,4.5000,4.0000,3.6000,,,,,
15/10/2002,,,7.4500,6.0000,4.5000,4.0000,3.6000,,,,,
16/10/2002,,,7.4600,6.0000,4.5000,4.0000,3.6000,,,,,
17/10/2002,,,7.5100,6.2700,4.5800,4.1100,4.0000,,,,,
18/10/2002,,,7.6100,6.6200,4.9500,4.2200,4.0000,,,,,
21/10/2002,,,7.7400,7.0000,5.0000,4.5000,4.0000,,,,,
22/10/2002,,,8.0000,7.0000,5.0000,4.5000,4.0000,,,,,
23/10/2002,,,8.0000,7.0000,5.0000,4.5000,4.0000,,,,,
24/10/2002,,,8.0200,7.0000,5.0000,4.5000,4.0000,,,,,
25/10/2002,,,8.0700,7.1000,5.0000,4.5000,4.0000,,,,,
28/10/2002,,,8.2900,7.4400,5.0000,4.5000,4.0000,,,,,
29/10/2002,,,8.3200,7.5000,5.0000,4.5000,4.0000,,,,,
30/10/2002,,,8.3200,7.5000,5.0000,4.5000,4.0000,,,,,
31/10/2002,,,8.3700,8.0000,5.0000,4.7500,4.0000,,,,,
01/11/2002,,,8.4200,8.2000,5.5000,5.0000,4.1500,,,,,
04/11/2002,,,8.5300,8.5000,6.0000,5.0400,4.5000,,,,,
05/11/2002,,,8.5500,8.9000,6.0000,5.0400,4.5000,,,,,
06/11/2002,,,8.5900,9.0000,6.0000,5.5000,4.5000,,,,,
07/11/2002,,,8.5900,9.0000,6.0000,5.5000,4.5000,,,,,
08/11/2002,,,8.7700,9.0000,6.0000,5.2500,4.5000,,,,,
11/11/2002,,,8.8000,9.0000,6.0000,5.2500,4.5000,,,,,
12/11/2002,,,8.9200,9.0000,6.0000,5.2500,4.5000,,,,,
13/11/2002,,,9.1200,9.5000,6.4100,5.5000,4.5600,,,,,
14/11/2002,,,9.3900,9.8100,6.5000,5.5000,4.8100,,,,,
18/11/2002,,,9.5100,9.8100,6.5000,5.5000,4.6200,,,,,
19/11/2002,,,9.5800,9.8100,6.4100,5.5000,4.5600,,,,,
20/11/2002,,,9.7000,9.8100,6.4100,5.5000,4.5600,,,,,
21/11/2002,,,9.7800,9.8100,6.4100,5.5000,4.5600,,,,,
22/11/2002,,,10.0000,9.9600,6.5000,5.5000,4.8100,,,,,
25/11/2002,,,10.4500,10.0000,7.0000,5.5000,4.6200,,,,,
26/11/2002,,,10.6500,10.4000,7.0000,5.5000,4.6200,,,,,
27/11/2002,,,10.7000,10.4000,7.0000,5.5000,4.6200,,,,,
28/11/2002,,,10.7600,10.4400,7.0000,5.5000,4.6200,,,,,
29/11/2002,,,11.0000,10.6800,7.0000,5.7500,4.8100,,,,,
02/12/2002,,,11.0300,10.6800,7.0000,5.7500,4.8100,,,,,
03/12/2002,,,11.1300,10.5000,7.0000,5.7500,4.8100,,,,,
04/12/2002,,,11.2000,10.5000,7.0000,5.7500,4.8100,,,,,
05/12/2002,,,11.3600,10.8600,7.0000,5.7500,4.8100,,,,,
06/12/2002,,,11.6300,10.8300,7.0000,5.7500,4.8100,,,,,
09/12/2002,,,11.6300,10.8300,7.3000,6.0000,5.0000,,,,,
10/12/2002,,,11.7400,10.8000,7.3000,6.0000,5.0000,,,,,
11/12/2002,,,11.7600,10.8000,7.5000,6.0000,5.0000,,,,,
12/12/2002,,,11.8700,10.9900,7.5000,6.0000,5.0000,,,,,
13/12/2002,,,12.1200,11.0000,7.5000,6.0000,5.0000,,,,,
16/12/2002,,,12.2000,11.0000,7.8000,6.0000,5.0000,,,,,
17/12/2002,,,12.2000,11.0000,7.8000,6.0000,5.0000,,,,,
18/12/2002,,,12.3000,11.0000,7.8000,6.0000,5.0000,,,,,
19/12/2002,,,12.3100,11.0000,7.9000,6.0000,5.0000,,,,,
20/12/2002,,,12.4600,11.0000,7.9000,6.0000,5.0000,,,,,
23/12/2002,,,12.4900,11.0000,7.9000,6.0000,5.0000,,,,,
24/12/2002,,,12.4900,11.0000,7.9000,6.0000,5.0000,,,,,
26/12/2002,,,12.4900,11.0000,7.9000,6.0000,5.0000,,,,,
27/12/2002,,,12.5300,11.0000,7.9000,6.0000,5.0000,,,,,
30/12/2002,,,12.5300,11.0000,7.8000,6.0000,5.0000,,,,,
31/12/2002,,,12.5600,11.0000,8.0000,6.0000,5.0000,,,,,
02/01/2003,,,12.5900,11.0000,8.0000,6.0000,5.0000,,,,,
03/01/2003,,,12.6400,11.0000,8.0000,6.0000,5.0000,,,,,
06/01/2003,,,12.6400,11.0900,8.0000,6.0000,5.0000,,,,,
07/01/2003,,,12.6400,11.1900,8.0000,6.0000,5.0000,,,,,
08/01/2003,,,12.6400,11.2400,8.0000,6.0000,5.2500,,,,,
09/01/2003,,,12.6400,11.2400,8.0000,6.0000,5.2500,,,,,
10/01/2003,,,,11.2300,8.0000,6.0000,5.3800,5.2500,,,,
13/01/2003,,,,11.2300,8.0000,6.0000,5.3800,5.2500,,,,
14/01/2003,,,,11.2300,8.0000,6.0000,5.2500,5.2500,,,,
15/01/2003,,,,11.1800,8.0000,6.0000,5.3800,5.2500,,,,
16/01/2003,,,,11.2500,8.0000,6.0000,5.1300,5.0000,,,,
17/01/2003,,,,11.1900,8.0000,6.0000,5.0000,5.0000,,,,
20/01/2003,,,,11.3100,8.0000,6.0000,5.0000,5.0000,,,,
21/01/2003,,,,11.3500,8.0000,6.0000,5.0000,4.7500,,,,
22/01/2003,,,,11.3500,8.0000,6.0000,5.0000,4.7500,,,,
23/01/2003,,,,11.3500,8.0000,6.0000,5.0000,4.5000,,,,
24/01/2003,,,,11.3400,8.0000,6.0000,5.0000,4.5000,,,,
27/01/2003,,,,11.4500,8.0000,6.0000,5.0000,4.5000,,,,
28/01/2003,,,,11.4500,8.0000,6.0000,5.0000,4.5000,,,,
29/01/2003,,,,11.4500,8.0000,6.0000,5.0000,4.5000,,,,
30/01/2003,,,,11.4100,8.0000,6.0000,5.0000,4.7500,,,,
31/01/2003,,,,11.4400,8.0000,6.0000,5.0000,4.7500,,,,
03/02/2003,,,,11.4200,8.0000,6.0000,5.0000,4.5000,,,,
04/02/2003,,,,11.4200,8.0000,6.0000,5.0000,4.5000,,,,
05/02/2003,,,,11.4500,8.0000,6.0000,5.0000,4.5000,,,,
06/02/2003,,,,11.7200,8.0000,6.0000,5.0000,4.5000,,,,
07/02/2003,,,,11.8400,8.0000,6.0000,5.0000,4.5000,,,,
10/02/2003,,,,11.9000,8.0000,6.0000,5.0000,4.5000,,,,
11/02/2003,,,,11.9000,8.0000,6.0000,5.0000,4.5000,,,,
12/02/2003,,,,11.9000,8.0000,6.0000,5.0000,4.5000,,,,
13/02/2003,,,,11.9000,8.0000,6.0000,5.0000,4.5000,,,,
14/02/2003,,,,11.9900,8.0000,6.0000,5.0000,5.0000,,,,
17/02/2003,,,,12.0300,8.0000,6.0000,5.0000,5.0000,,,,
18/02/2003,,,,12.1000,8.0000,6.0000,5.0000,5.0000,,,,
19/02/2003,,,,12.1000,8.0000,6.0000,5.0000,5.0000,,,,
20/02/2003,,,,12.0500,8.0000,6.0000,5.0000,5.0000,,,,
21/02/2003,,,,12.0600,8.0000,6.0000,5.0000,5.0000,,,,
24/02/2003,,,,12.0600,8.0000,6.0000,5.0000,5.0000,,,,
25/02/2003,,,,12.2000,8.0000,6.0000,5.0000,5.0000,,,,
26/02/2003,,,,12.3000,8.0000,6.0000,5.0000,5.0000,,,,
27/02/2003,,,,12.3000,8.0000,6.0000,5.0000,5.0000,,,,
28/02/2003,,,,12.3300,8.0000,6.0000,5.0000,5.0000,,,,
05/03/2003,,,,12.3800,8.0000,6.0000,5.0000,5.0000,,,,
06/03/2003,,,,12.4300,8.0000,6.0000,5.0000,5.0000,,,,
07/03/2003,,,,12.5200,8.0000,6.0000,5.0000,5.0000,,,,
10/03/2003,,,,12.5200,8.0000,6.0000,5.0000,5.0000,,,,
11/03/2003,,,,12.4800,8.0000,6.0000,5.0000,5.0000,,,,
12/03/2003,,,,12.5600,8.0000,6.0000,5.0000,5.0000,,,,
13/03/2003,,,,12.4800,8.0000,6.0000,5.0000,5.0000,,,,
14/03/2003,,,,12.4300,8.0000,6.0000,5.0000,5.0000,,,,
17/03/2003,,,,12.3300,8.0000,6.0000,5.0000,5.0000,,,,
18/03/2003,,,,12.2500,8.0000,6.0000,5.0000,5.0000,,,,
19/03/2003,,,,12.2300,8.0000,6.0000,5.0000,5.0000,,,,
20/03/2003,,,,12.2500,8.0000,6.0000,5.0000,5.0000,,,,
21/03/2003,,,,12.1900,8.0000,6.0000,5.0000,5.0000,,,,
24/03/2003,,,,12.0900,8.0000,6.0000,5.0000,5.0000,,,,
25/03/2003,,,,12.2400,8.0000,6.0000,5.0000,5.0000,,,,
26/03/2003,,,,12.2400,8.0000,6.0000,5.0000,5.0000,,,,
27/03/2003,,,,12.1900,8.0000,6.0000,5.0000,5.0000,,,,
28/03/2003,,,,12.2600,8.0000,6.0000,5.0000,5.0000,,,,
31/03/2003,,,,12.2600,8.0000,6.0000,5.0000,5.0000,,,,
01/04/2003,,,,12.2600,8.0000,6.0000,5.0000,5.0000,,,,
02/04/2003,,,,12.2800,8.0000,6.0000,5.0000,5.0000,,,,
