Dates,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
02/06/2006,,,,,,,4.3100,4.5000,4.5000,4.3000,4.3000,
05/06/2006,,,,,,,4.3000,4.5000,4.5000,4.3000,4.3000,
06/06/2006,,,,,,,4.2800,4.5000,4.5000,4.3000,4.3000,
07/06/2006,,,,,,,4.2800,4.5000,4.5000,4.3000,4.3000,
08/06/2006,,,,,,,4.2400,4.5000,4.5000,4.3000,4.3000,
09/06/2006,,,,,,,4.2200,4.5000,4.5000,4.3000,4.3000,
12/06/2006,,,,,,,4.2200,4.5000,4.5000,4.3000,4.3000,
13/06/2006,,,,,,,4.2200,4.5000,4.5000,4.3000,4.3000,
14/06/2006,,,,,,,4.2000,4.5000,4.5000,4.3000,4.3000,
16/06/2006,,,,,,,4.1700,4.5000,4.5000,4.3000,4.3000,
19/06/2006,,,,,,,4.1700,4.5000,4.5000,4.3000,4.3000,
20/06/2006,,,,,,,4.1700,4.5000,4.5000,4.3000,4.3000,
21/06/2006,,,,,,,4.1200,4.5000,4.5000,4.3000,4.3000,
22/06/2006,,,,,,,4.0600,4.5000,4.5000,4.3000,4.4000,
23/06/2006,,,,,,,4.0400,4.5000,4.5000,4.4000,4.4000,
26/06/2006,,,,,,,3.9900,4.5000,4.5000,4.5000,4.5000,
27/06/2006,,,,,,,3.9900,4.5000,4.5000,4.5000,4.5000,
28/06/2006,,,,,,,3.9900,4.5000,4.5000,4.5000,4.5000,
29/06/2006,,,,,,,3.9900,4.5000,4.5000,4.5000,4.5000,
30/06/2006,,,,,,,3.9800,4.5000,4.5000,4.5000,4.5000,
03/07/2006,,,,,,,3.9600,4.5000,4.5000,4.5000,4.5000,
04/07/2006,,,,,,,3.9500,4.5000,4.5000,4.5000,4.5000,
05/07/2006,,,,,,,3.9500,4.5000,4.5000,4.5000,4.5000,
06/07/2006,,,,,,,3.9500,4.5000,4.5000,4.5000,4.5000,
07/07/2006,,,,,,,3.8100,4.5000,4.5000,4.5000,4.5000,
10/07/2006,,,,,,,3.7900,4.5000,4.5000,4.5000,4.5000,
11/07/2006,,,,,,,3.7900,4.5000,4.5000,4.5000,4.5000,
12/07/2006,,,,,,,3.7900,4.5000,4.5000,4.5000,4.5000,
13/07/2006,,,,,,,3.7700,4.5000,4.5000,4.5000,4.5000,
14/07/2006,,,,,,,3.7700,4.5000,4.5000,4.5000,4.5000,
17/07/2006,,,,,,,3.7700,4.5000,4.5000,4.5000,4.5000,
18/07/2006,,,,,,,3.7600,4.5000,4.5000,4.5000,4.5000,
19/07/2006,,,,,,,3.7600,4.5000,4.5000,4.5000,4.5000,
20/07/2006,,,,,,,3.7600,4.5000,4.5000,4.5000,4.5000,
21/07/2006,,,,,,,3.7600,4.5000,4.5000,4.5000,4.5000,
24/07/2006,,,,,,,3.7500,4.5000,4.5000,4.5000,4.4000,
25/07/2006,,,,,,,3.7500,4.5000,4.5000,4.5000,4.4000,
26/07/2006,,,,,,,3.7500,4.5000,4.5000,4.5000,4.4000,
27/07/2006,,,,,,,3.7500,4.5000,4.5000,4.5000,4.4000,
28/07/2006,,,,,,,3.7400,4.5000,4.5000,4.5000,4.5000,
31/07/2006,,,,,,,3.7400,4.5000,4.5000,4.5000,4.4000,
01/08/2006,,,,,,,3.7400,4.5000,4.5000,4.5000,4.4000,
02/08/2006,,,,,,,3.7400,4.5000,4.5000,4.5000,4.4000,
03/08/2006,,,,,,,3.7400,4.5000,4.5000,4.5000,4.4000,
04/08/2006,,,,,,,3.7400,4.5000,4.5000,4.5000,4.4000,
07/08/2006,,,,,,,3.7400,4.5000,4.5000,4.4000,4.4000,
08/08/2006,,,,,,,3.7400,4.5000,4.5000,4.4000,4.4000,
09/08/2006,,,,,,,3.7400,4.5000,4.5000,4.3500,4.3500,
10/08/2006,,,,,,,3.7400,4.5000,4.5000,4.3000,4.3500,
11/08/2006,,,,,,,3.7400,4.5000,4.5000,4.3500,4.3500,
14/08/2006,,,,,,,3.7500,4.5000,4.5000,4.4000,4.4000,
15/08/2006,,,,,,,3.7500,4.5000,4.5000,4.3500,4.3500,
16/08/2006,,,,,,,3.7400,4.5000,4.5000,4.3500,4.3500,
17/08/2006,,,,,,,3.7400,4.5000,4.5000,4.3500,4.3500,
18/08/2006,,,,,,,3.7300,4.5000,4.5000,4.4000,4.3500,
21/08/2006,,,,,,,3.7100,4.5000,4.5000,4.4000,4.3500,
22/08/2006,,,,,,,3.7000,4.5000,4.5000,4.4000,4.3500,
23/08/2006,,,,,,,3.6800,4.5000,4.5000,4.4000,4.3500,
24/08/2006,,,,,,,3.6800,4.5000,4.5000,4.4000,4.3500,
25/08/2006,,,,,,,3.6800,4.5000,4.5000,4.4000,4.3500,
28/08/2006,,,,,,,3.6600,4.5000,4.5000,4.4000,4.3500,
29/08/2006,,,,,,,3.6600,4.5000,4.5000,4.4000,4.3500,
30/08/2006,,,,,,,3.6800,4.5000,4.5000,4.4000,4.3500,
31/08/2006,,,,,,,3.6300,4.5000,4.5000,4.4000,4.3000,
01/09/2006,,,,,,,3.6300,4.5000,4.5000,4.3000,4.3000,
04/09/2006,,,,,,,3.5900,4.5000,4.5000,4.4000,4.3000,
05/09/2006,,,,,,,3.5900,4.5000,4.5000,4.3000,4.3000,
06/09/2006,,,,,,,3.3700,4.4600,4.5000,4.3000,4.3000,
08/09/2006,,,,,,,3.3200,4.4000,4.5000,4.3000,4.2500,
11/09/2006,,,,,,,3.2600,4.4000,4.4500,4.3000,4.3000,
12/09/2006,,,,,,,3.2600,4.4000,4.4000,4.3000,4.3000,
13/09/2006,,,,,,,3.2600,4.4000,4.4000,4.3000,4.2000,
14/09/2006,,,,,,,3.2600,4.4000,4.4000,4.3000,4.2000,
15/09/2006,,,,,,,3.2300,4.3400,4.4000,4.3000,4.2000,
18/09/2006,,,,,,,3.2100,4.3300,4.4000,4.3000,4.2000,
19/09/2006,,,,,,,3.2000,4.3300,4.4000,4.3000,4.2000,
20/09/2006,,,,,,,3.1900,4.3300,4.4000,4.3000,4.2000,
21/09/2006,,,,,,,3.0800,4.3000,4.4000,4.3000,4.1500,
22/09/2006,,,,,,,3.0300,4.3000,4.4000,4.3000,4.1500,
25/09/2006,,,,,,,3.0300,4.3000,4.4000,4.3000,4.1500,
26/09/2006,,,,,,,3.0100,4.3000,4.4000,4.3000,4.1000,
27/09/2006,,,,,,,2.9800,4.3000,4.4000,4.3000,4.1000,
28/09/2006,,,,,,,2.9800,4.3000,4.4000,4.3000,4.1000,
29/09/2006,,,,,,,2.9800,4.3000,4.4000,4.3000,4.0000,
02/10/2006,,,,,,,2.9700,4.3000,4.4000,4.3000,4.0000,
03/10/2006,,,,,,,2.9700,4.3000,4.4000,4.3000,4.0000,
04/10/2006,,,,,,,2.9500,4.3000,4.3000,4.2500,4.0000,
05/10/2006,,,,,,,2.9500,4.2900,4.3000,4.2500,4.0000,
06/10/2006,,,,,,,3.0100,4.2000,4.3000,4.2000,4.0000,
09/10/2006,,,,,,,3.0100,4.2200,4.3000,4.2300,4.0000,
10/10/2006,,,,,,,3.0000,4.2000,4.3000,4.2300,4.0000,
11/10/2006,,,,,,,3.0000,4.2000,4.3000,4.2300,4.0000,
13/10/2006,,,,,,,3.0000,4.2000,4.3000,4.2000,4.0000,
16/10/2006,,,,,,,3.0000,4.2000,4.3000,4.2000,4.0000,
17/10/2006,,,,,,,2.9900,4.2000,4.3000,4.2000,4.0000,
18/10/2006,,,,,,,2.9900,4.2000,4.3000,4.2000,4.0000,
19/10/2006,,,,,,,2.9800,4.2000,4.3000,4.2000,4.0000,
20/10/2006,,,,,,,2.9700,4.1700,4.3000,4.2000,4.0000,
23/10/2006,,,,,,,2.9700,4.1400,4.3000,4.2000,4.0000,
24/10/2006,,,,,,,2.9700,4.1400,4.3000,4.2000,4.0000,
25/10/2006,,,,,,,2.9700,4.1700,4.3000,4.2000,4.0000,
26/10/2006,,,,,,,2.9700,4.1700,4.3000,4.1800,4.0000,
27/10/2006,,,,,,,2.9800,4.1600,4.3000,4.2000,4.0000,
30/10/2006,,,,,,,2.9800,4.1700,4.3000,4.2000,4.0000,
31/10/2006,,,,,,,2.9900,4.1200,4.3000,4.2000,4.0000,
01/11/2006,,,,,,,3.0000,4.1400,4.3000,4.2000,4.0000,
03/11/2006,,,,,,,3.0000,4.1400,4.3000,4.2000,4.0000,
06/11/2006,,,,,,,3.0000,4.1400,4.3000,4.2000,4.0000,
07/11/2006,,,,,,,3.0000,4.1200,4.3000,4.2000,4.0000,
08/11/2006,,,,,,,3.0000,4.1200,4.3000,4.2000,4.0000,
09/11/2006,,,,,,,3.0200,4.1200,4.3000,4.2000,4.0000,
10/11/2006,,,,,,,3.0500,4.1200,4.3000,4.2000,4.0000,
13/11/2006,,,,,,,3.0600,4.1000,4.3000,4.2000,4.0000,
14/11/2006,,,,,,,3.0600,4.1000,4.3000,4.2000,4.0000,
16/11/2006,,,,,,,3.0600,4.1000,4.3000,4.2000,4.0000,
17/11/2006,,,,,,,3.0800,4.1000,4.3000,4.2000,4.0000,
20/11/2006,,,,,,,3.0800,4.1000,4.3000,4.2000,4.0000,
21/11/2006,,,,,,,3.1000,4.1000,4.3000,4.2000,4.0000,
22/11/2006,,,,,,,3.1100,4.1000,4.3000,4.2000,4.0000,
23/11/2006,,,,,,,3.1500,4.1000,4.3000,4.2300,4.0000,
24/11/2006,,,,,,,3.1500,4.1000,4.3000,4.2000,4.0000,
27/11/2006,,,,,,,3.1500,4.1000,4.3000,4.2000,4.0000,
28/11/2006,,,,,,,3.1500,4.1000,4.3000,4.2000,4.0000,
29/11/2006,,,,,,,3.1500,4.1000,4.3000,4.2000,4.0000,
30/11/2006,,,,,,,3.1500,4.1000,4.3000,4.2000,4.0000,
01/12/2006,,,,,,,3.1500,4.1000,4.2500,4.2000,4.0000,
04/12/2006,,,,,,,3.1500,4.1000,4.2500,4.2000,4.0000,
05/12/2006,,,,,,,3.1600,4.1000,4.2300,4.2000,4.0000,
06/12/2006,,,,,,,3.1600,4.1000,4.2000,4.2000,4.0000,
07/12/2006,,,,,,,3.1700,4.1000,4.2000,4.2000,4.0000,
08/12/2006,,,,,,,3.1100,4.0900,4.1500,4.1000,4.0000,
11/12/2006,,,,,,,3.1100,4.0900,4.2000,4.1000,4.0000,
12/12/2006,,,,,,,3.1100,4.0900,4.2000,4.1000,4.0000,
13/12/2006,,,,,,,3.1100,4.0800,4.2000,4.1000,4.0000,
14/12/2006,,,,,,,3.1100,4.0800,4.2000,4.1000,4.0000,
15/12/2006,,,,,,,3.1100,4.0600,4.2000,4.1000,4.0000,
18/12/2006,,,,,,,3.1100,4.0500,4.2000,4.1000,4.0000,
19/12/2006,,,,,,,3.1100,4.0000,4.2000,4.1000,4.0000,
20/12/2006,,,,,,,3.1100,4.0000,4.2000,4.1000,4.0000,
21/12/2006,,,,,,,3.1100,4.0000,4.2000,4.1000,4.0000,
22/12/2006,,,,,,,3.1100,4.0000,4.1000,4.1000,4.0000,
26/12/2006,,,,,,,3.1100,4.0000,4.1000,4.1000,4.0000,
27/12/2006,,,,,,,3.1100,4.0000,4.1000,4.1000,4.0000,
28/12/2006,,,,,,,3.1100,4.0000,4.1000,4.1000,4.0000,
29/12/2006,,,,,,,3.1100,4.0000,4.1000,4.1000,4.0000,
02/01/2007,,,,,,,3.1100,4.0000,4.1000,4.1000,4.0000,
03/01/2007,,,,,,,3.1100,4.0000,4.1000,4.1000,4.0000,
04/01/2007,,,,,,,3.1100,4.0000,4.0500,4.0500,4.0000,
05/01/2007,,,,,,,3.1100,4.0000,4.0500,4.0500,4.0000,
08/01/2007,,,,,,,3.1100,4.0000,4.1000,4.0500,4.0000,
09/01/2007,,,,,,,3.1100,4.0000,4.1000,4.0500,4.0000,
10/01/2007,,,,,,,3.1100,4.0000,4.0000,4.1000,4.0000,
11/01/2007,,,,,,,3.1100,4.0000,4.0000,4.1000,4.0000,
12/01/2007,,,,,,,,4.0700,4.0000,4.0000,4.0000,4.0000
15/01/2007,,,,,,,,4.0700,4.0000,4.0000,4.0000,4.0000
16/01/2007,,,,,,,,4.0800,4.0000,4.0000,4.0000,4.0000
17/01/2007,,,,,,,,4.0700,4.0000,4.0000,4.0000,4.0000
18/01/2007,,,,,,,,4.0700,4.0000,4.0000,4.0000,4.0000
19/01/2007,,,,,,,,4.0700,4.0000,4.0000,4.0000,4.0000
22/01/2007,,,,,,,,4.0700,4.0000,4.0500,4.0000,4.0000
23/01/2007,,,,,,,,4.0800,4.0000,4.0000,4.0000,4.0000
24/01/2007,,,,,,,,4.0800,4.0000,4.0000,4.0000,4.0000
25/01/2007,,,,,,,,4.0900,4.0000,4.0000,4.0000,4.0000
26/01/2007,,,,,,,,4.0900,4.0000,4.0000,4.0000,4.0000
29/01/2007,,,,,,,,4.0900,4.0000,4.0000,4.0000,4.0000
30/01/2007,,,,,,,,4.0900,4.0000,4.0000,4.0000,4.0000
31/01/2007,,,,,,,,4.0800,4.0000,4.0000,4.0000,4.0000
01/02/2007,,,,,,,,4.0800,4.0000,4.0000,4.0000,4.0000
02/02/2007,,,,,,,,4.0700,4.0000,4.0000,4.0000,4.0000
05/02/2007,,,,,,,,4.0700,4.0000,4.0000,4.0000,4.0000
06/02/2007,,,,,,,,4.0500,4.0000,4.0000,4.0000,4.0000
07/02/2007,,,,,,,,4.0500,4.0000,4.0000,4.0000,4.0000
08/02/2007,,,,,,,,4.0400,4.0000,4.0000,4.0000,4.0000
09/02/2007,,,,,,,,3.9700,4.0000,4.0000,4.0000,4.0000
12/02/2007,,,,,,,,3.9600,4.0000,4.0000,4.0000,4.0000
13/02/2007,,,,,,,,3.9500,4.0000,4.0000,4.0000,4.0000
14/02/2007,,,,,,,,3.9400,4.0000,4.0000,4.0000,4.0000
15/02/2007,,,,,,,,3.9400,4.0000,4.0000,4.0000,4.0000
16/02/2007,,,,,,,,3.9400,4.0000,4.0000,4.0000,4.0000
21/02/2007,,,,,,,,3.9400,4.0000,4.0000,4.0000,4.0000
22/02/2007,,,,,,,,3.9200,4.0000,4.0000,4.0000,4.0000
23/02/2007,,,,,,,,3.9100,4.0000,4.0000,4.0000,4.0000
26/02/2007,,,,,,,,3.9000,4.0000,4.0000,4.0000,4.0000
27/02/2007,,,,,,,,3.9000,4.0000,4.0000,4.0000,4.0000
28/02/2007,,,,,,,,3.8900,4.0000,4.0000,4.0000,4.0000
01/03/2007,,,,,,,,3.8800,4.0000,4.0000,4.0000,4.0000
02/03/2007,,,,,,,,3.8800,4.0000,4.0000,4.0000,4.0000
05/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
06/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
07/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
08/03/2007,,,,,,,,3.8600,4.0000,4.0000,4.0000,4.0000
09/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
12/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
13/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
14/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
15/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
16/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
19/03/2007,,,,,,,,3.8600,4.0000,4.0000,4.0000,4.0000
20/03/2007,,,,,,,,3.8600,4.0000,4.0000,4.0000,4.0000
21/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
22/03/2007,,,,,,,,3.8600,4.0000,4.0000,4.0000,4.0000
23/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
26/03/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
27/03/2007,,,,,,,,3.8600,4.0000,4.0000,4.0000,4.0000
28/03/2007,,,,,,,,3.8600,4.0000,4.0000,4.0000,4.0000
29/03/2007,,,,,,,,3.8600,4.0700,4.1000,4.0000,4.0000
30/03/2007,,,,,,,,3.8600,4.0000,4.0500,4.0000,4.0000
02/04/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
03/04/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
04/04/2007,,,,,,,,3.8500,4.0000,4.0000,4.0000,4.0000
05/04/2007,,,,,,,,3.8600,4.0000,4.0000,4.0000,4.0000
09/04/2007,,,,,,,,3.8500,4.0000,4.0000,4.0000,4.0000
10/04/2007,,,,,,,,3.8500,4.0000,4.0000,4.0000,4.0000
11/04/2007,,,,,,,,3.8100,4.0000,4.0000,4.0000,4.0000
12/04/2007,,,,,,,,3.8000,4.0000,4.0000,4.0000,4.0000
13/04/2007,,,,,,,,3.8100,4.0000,4.0000,4.0000,4.0000
16/04/2007,,,,,,,,3.8000,4.0000,4.0000,4.0000,4.0000
17/04/2007,,,,,,,,3.8000,4.0000,4.0000,4.0000,4.0000
18/04/2007,,,,,,,,3.7800,4.0000,4.0000,4.0000,4.0000
19/04/2007,,,,,,,,3.7800,4.0000,4.0000,4.0000,4.0000
20/04/2007,,,,,,,,3.7800,4.0000,4.0000,4.0000,4.0000
23/04/2007,,,,,,,,3.7700,4.0000,4.0000,4.0000,4.0000
24/04/2007,,,,,,,,3.7700,4.0000,4.0000,4.0000,4.0000
25/04/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
26/04/2007,,,,,,,,3.7300,4.0000,4.0000,4.0000,4.0000
27/04/2007,,,,,,,,3.6900,4.0000,4.0000,4.0000,4.0000
30/04/2007,,,,,,,,3.6800,4.0000,4.0000,4.0000,4.0000
02/05/2007,,,,,,,,3.6700,4.0000,4.0000,4.0000,4.0000
03/05/2007,,,,,,,,3.6400,4.0000,4.0000,4.0000,4.0000
04/05/2007,,,,,,,,3.6400,4.0000,4.0000,4.0000,4.0000
07/05/2007,,,,,,,,3.6300,4.0000,4.0000,4.0000,4.0000
08/05/2007,,,,,,,,3.6300,4.0000,4.0000,4.0000,4.0000
09/05/2007,,,,,,,,3.6300,4.0000,4.0000,4.0000,4.0000
10/05/2007,,,,,,,,3.6300,4.0000,4.0000,4.0000,4.0000
11/05/2007,,,,,,,,3.6200,4.0000,4.0000,4.0000,4.0000
14/05/2007,,,,,,,,3.6100,4.0000,4.0000,4.0000,4.0000
15/05/2007,,,,,,,,3.6100,4.0000,4.0000,4.0000,4.0000
16/05/2007,,,,,,,,3.6100,4.0000,4.0000,4.0000,4.0000
17/05/2007,,,,,,,,3.6100,4.0000,4.0000,4.0000,4.0000
18/05/2007,,,,,,,,3.6000,4.0000,4.0000,4.0000,4.0000
21/05/2007,,,,,,,,3.5900,4.0000,4.0000,4.0000,4.0000
22/05/2007,,,,,,,,3.5800,4.0000,4.0000,4.0000,4.0000
23/05/2007,,,,,,,,3.5200,4.0000,4.0000,4.0000,4.0000
24/05/2007,,,,,,,,3.5200,4.0000,4.0000,4.0000,4.0000
25/05/2007,,,,,,,,3.5000,4.0000,4.0000,4.0000,4.0000
28/05/2007,,,,,,,,3.5000,4.0000,4.0000,4.0000,4.0000
29/05/2007,,,,,,,,3.5000,4.0000,4.0000,4.0000,4.0000
30/05/2007,,,,,,,,3.5000,4.0000,4.0000,4.0000,4.0000
31/05/2007,,,,,,,,3.5000,4.0000,4.0000,4.0000,4.0000
01/06/2007,,,,,,,,3.5000,4.0000,4.0000,4.0000,4.0000
04/06/2007,,,,,,,,3.5100,4.0000,4.0000,4.0000,4.0000
05/06/2007,,,,,,,,3.5000,4.0000,4.0000,4.0000,4.0000
06/06/2007,,,,,,,,3.5900,4.0000,4.0000,4.0000,4.0000
08/06/2007,,,,,,,,3.5900,4.0000,4.0000,4.0000,4.0000
11/06/2007,,,,,,,,3.5900,4.0000,4.0000,4.0000,4.0000
12/06/2007,,,,,,,,3.5900,4.0000,4.0000,4.0000,4.0000
13/06/2007,,,,,,,,3.5900,4.0000,4.0000,4.0000,4.0000
14/06/2007,,,,,,,,3.5900,4.0000,4.0000,4.0000,4.0000
15/06/2007,,,,,,,,3.5900,4.0000,4.0000,4.0000,4.0000
18/06/2007,,,,,,,,3.5900,3.9700,4.0000,4.0000,4.0000
19/06/2007,,,,,,,,3.5700,3.9900,4.0000,4.0000,4.0000
20/06/2007,,,,,,,,3.5900,3.9700,4.0000,4.0000,4.0000
21/06/2007,,,,,,,,3.5900,3.9900,4.0000,4.0000,4.0000
22/06/2007,,,,,,,,3.6000,3.9900,4.0000,4.0000,4.0000
25/06/2007,,,,,,,,3.6200,4.0000,4.0000,4.0000,4.0000
26/06/2007,,,,,,,,3.6200,4.0000,4.0000,4.0000,4.0000
27/06/2007,,,,,,,,3.6200,4.0000,4.0000,4.0000,4.0000
28/06/2007,,,,,,,,3.6400,4.0000,4.0000,4.0000,4.0000
29/06/2007,,,,,,,,3.6400,4.0000,4.0000,4.0000,4.0000
02/07/2007,,,,,,,,3.6500,4.0000,4.0000,4.0000,4.0000
03/07/2007,,,,,,,,3.6500,4.0000,4.0000,4.0000,4.0000
04/07/2007,,,,,,,,3.6500,4.0000,4.0000,4.0000,4.0000
05/07/2007,,,,,,,,3.6500,4.0000,4.0000,4.0000,4.0000
06/07/2007,,,,,,,,3.6800,4.0000,4.0000,4.0000,4.0000
09/07/2007,,,,,,,,3.6800,4.0000,4.0000,4.0000,4.0000
10/07/2007,,,,,,,,3.6800,4.0000,4.0000,4.0000,4.0000
11/07/2007,,,,,,,,3.7000,4.0000,4.0000,4.0000,4.0000
12/07/2007,,,,,,,,3.7000,4.0000,4.0000,4.0000,4.0000
13/07/2007,,,,,,,,3.7000,4.0000,4.0000,4.0000,4.0000
16/07/2007,,,,,,,,3.7000,4.0000,4.0000,4.0000,4.0000
17/07/2007,,,,,,,,3.7000,4.0000,4.0000,4.0000,4.0000
18/07/2007,,,,,,,,3.7000,4.0000,4.0000,4.0000,4.0000
19/07/2007,,,,,,,,3.7000,4.0000,4.0000,4.0000,4.0000
20/07/2007,,,,,,,,3.7000,4.0000,4.0000,4.0000,4.0000
23/07/2007,,,,,,,,3.7200,4.0000,4.0000,4.0000,4.0000
24/07/2007,,,,,,,,3.7200,4.0000,4.0000,4.0000,4.0000
25/07/2007,,,,,,,,3.7200,4.0000,4.0000,4.0000,4.0000
26/07/2007,,,,,,,,3.7200,4.0000,4.0000,4.0000,4.0000
27/07/2007,,,,,,,,3.7200,4.0000,4.0000,4.0000,4.0000
30/07/2007,,,,,,,,3.7300,4.0000,4.0000,4.0000,4.0000
31/07/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
01/08/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
02/08/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
03/08/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
06/08/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
07/08/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
08/08/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
09/08/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
10/08/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
13/08/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
14/08/2007,,,,,,,,3.7500,4.0000,4.0000,4.0000,4.0000
15/08/2007,,,,,,,,3.7600,4.0000,4.0000,4.0000,4.0000
16/08/2007,,,,,,,,3.7600,4.0000,4.0000,4.0000,4.0000
17/08/2007,,,,,,,,3.7700,4.0000,4.0000,4.0000,4.0000
20/08/2007,,,,,,,,3.7900,4.0000,4.0000,4.0000,4.0000
21/08/2007,,,,,,,,3.7800,4.0000,4.0000,4.0000,4.0000
22/08/2007,,,,,,,,3.8100,4.0000,4.0000,4.0000,4.0000
23/08/2007,,,,,,,,3.8500,4.0000,4.0000,4.0000,4.0000
24/08/2007,,,,,,,,3.8600,4.0000,4.0000,4.0000,4.0000
27/08/2007,,,,,,,,3.8700,4.0000,4.0000,4.0000,4.0000
28/08/2007,,,,,,,,3.8800,4.0000,4.0000,4.0000,4.0000
29/08/2007,,,,,,,,3.9100,4.0000,4.0000,4.0000,4.0000
30/08/2007,,,,,,,,3.9200,4.0000,4.0000,4.0000,4.0000
31/08/2007,,,,,,,,3.9200,4.0000,4.0000,4.0000,4.0000
03/09/2007,,,,,,,,3.9300,4.0000,4.0000,4.0000,4.0000
04/09/2007,,,,,,,,3.9400,4.0000,4.0000,4.0000,4.0000
05/09/2007,,,,,,,,3.9500,4.0000,4.0000,4.0000,4.0000
06/09/2007,,,,,,,,3.9900,4.0000,4.0000,4.0000,4.0000
10/09/2007,,,,,,,,4.0100,4.0000,4.0000,4.0000,4.0000
11/09/2007,,,,,,,,4.0100,4.0000,4.0000,4.0000,4.0000
12/09/2007,,,,,,,,4.0100,4.0000,4.0000,4.0000,4.0000
13/09/2007,,,,,,,,4.0100,4.0000,4.0000,4.0000,4.0000
14/09/2007,,,,,,,,4.0100,4.0000,4.0000,4.0000,4.0000
17/09/2007,,,,,,,,4.0200,4.0000,4.0000,4.0000,4.0000
18/09/2007,,,,,,,,4.0200,4.0000,4.0000,4.0000,4.0000
19/09/2007,,,,,,,,4.0200,4.0500,4.0000,4.0000,4.0000
20/09/2007,,,,,,,,4.0100,4.1000,4.0000,4.0000,4.0000
21/09/2007,,,,,,,,4.0200,4.1000,4.0000,4.0000,4.0000
24/09/2007,,,,,,,,4.0100,4.1000,4.0000,4.0000,4.0000
25/09/2007,,,,,,,,4.0100,4.1000,4.0000,4.0000,4.0000
26/09/2007,,,,,,,,4.0100,4.1000,4.0000,4.0000,4.0000
27/09/2007,,,,,,,,4.0100,4.1000,4.0000,4.0000,4.0000
28/09/2007,,,,,,,,4.0000,4.1000,4.0000,4.0000,4.0000
01/10/2007,,,,,,,,4.0000,4.1000,4.0000,4.0000,4.0000
02/10/2007,,,,,,,,4.0000,4.1000,4.0000,4.0000,4.0000
03/10/2007,,,,,,,,4.0000,4.1000,4.0000,4.0000,4.0000
04/10/2007,,,,,,,,4.0000,4.1000,4.0000,4.0000,4.0000
05/10/2007,,,,,,,,4.0100,4.1000,4.0000,4.0000,4.0000
08/10/2007,,,,,,,,4.0100,4.1000,4.0000,4.0000,4.0000
09/10/2007,,,,,,,,4.0000,4.1000,4.0000,4.0000,4.0000
10/10/2007,,,,,,,,3.9100,4.1000,4.0000,4.0000,4.0000
11/10/2007,,,,,,,,3.9100,4.1000,4.0000,4.0000,4.0000
15/10/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
16/10/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
17/10/2007,,,,,,,,3.9200,4.1000,4.0000,4.0000,4.0000
18/10/2007,,,,,,,,3.9100,4.1000,4.0000,4.0000,4.0000
19/10/2007,,,,,,,,3.9100,4.1000,4.0000,4.0000,4.0000
22/10/2007,,,,,,,,3.8900,4.1000,4.0000,4.0000,4.0000
23/10/2007,,,,,,,,3.8700,4.1000,4.0000,4.0000,4.0000
24/10/2007,,,,,,,,3.8800,4.1000,4.0000,4.0000,4.0000
25/10/2007,,,,,,,,3.8600,4.1000,4.0000,4.0000,4.0000
26/10/2007,,,,,,,,3.8600,4.1000,4.0000,4.0000,4.0000
29/10/2007,,,,,,,,3.8500,4.1000,4.0000,4.0000,4.0000
30/10/2007,,,,,,,,3.8500,4.1000,4.0000,4.0000,4.0000
31/10/2007,,,,,,,,3.8500,4.1000,4.0000,4.0000,4.0000
01/11/2007,,,,,,,,3.8300,4.1000,4.0000,4.0000,4.0000
05/11/2007,,,,,,,,3.8300,4.1000,4.0000,4.0000,4.0000
